movie_id,ml_id,ml_title,ml_year,redial_title,redial_year,plot,title,imdb_id,tmdb_id
45081,45081,Silent Hill,2006,Silent Hill,2006,"After the continuous sleep walking episodes of Sharon, the young daughter of Rose Da Silva, the decision is made to take Sharon to the place only mentioned in her restless dreams- Silent Hill. However, the road to Silent Hill is anything but easy to access, and Rose creates a high speed chase between herself and a police officer only to end in a crash for them both. When she wakes up, Sharon has disappeared and Rose is at the entrance to the deserted, dream-like town of Silent Hill. As Rose begins the search for her daughter, she does not realize the terror and mystery surrounding her. Rose is led on a blind search for her beloved daughter, finding herself getting more and more entwined into disturbing past of Silent Hill.::krazyhorse98 (Jackie V.)",Silent Hill,0384537,588
86059,86059,Hop,2011,Hop,2011,"More than anything in the world, E.B., the teenage son of the famous Easter Bunny, yearns to be a successful rock'n'roll drummer, despite his father's wish to take over Easter Island's candy and coloured eggs factory. As a result, E.B. having high hopes of making it big, goes on a trip to sunny Hollywood, where an unforeseen complication will soon lead to an unlikely alliance with the thirty-something slacker, Fred. However, as man and cartoon try to find the perfect career, something strange disrupts Easter Island's peace. Will E.B. choose fame over family tradition?::Nick Riganas",Hop,1411704,50359
102445,102445,Star Trek Into Darkness,2013,Star Trek Into Darkness,2013,"The latest mission of the USS Enterprise crew takes them into deep space to rescue an endangered species from an active volcano. However, once again Captain Kirk's reckless behavior compromises the mission and nearly gets him booted from Starfleet. Turning back to his mentor Admiral Pike, Kirk is demoted to an academy cadet and has to start over. However, when a ruthless warlord attacks Starfleet and shoots Admiral Pike in the process, Kirk takes command and takes the Enterprise deep into the neutral zone and the Klingon homeworld. Unknown to the crew, a Starfleet renegade is manipulating the Federation and the Klingons into a possible war. Kirk, Spock and the rest of the crew must stop the war before all hell breaks loose. And what awaits the crew of the USS Enterprise on their forthcoming five-year mission?::Blazer346",Star Trek Into Darkness,1408101,54138
4152,4152,Vatel,2000,Vatel,2000,"In 1671, with war brewing with Holland, a penniless prince invites Louis XIV to three days of festivities at a chateau in Chantilly. The prince wants a commission as a general, so the extravagances are to impress the king. In charge of all is the steward, Vatel, a man of honor, talent, and low birth. The prince is craven in his longing for stature: no task is too menial or dishonorable for him to give Vatel. While Vatel tries to sustain dignity, he finds himself attracted to Anne de Montausier, the king's newest mistress. In Vatel, she finds someone who's authentic, living out his principles within the casual cruelties of court politics. Can the two of them escape unscathed?::<jhailey@hotmail.com>",Vatel,0190861,7093
4167,4167,15 Minutes,2001,15 Minutes,2001,A homicide detective and a fire marshal must stop a pair of murderers who commit videotaped crimes to become media darlings.,15 Minutes,0179626,2749
4175,4175,Gray's Anatomy,1996,Gray's Anatomy,1996,"After doctors inform him that an eye affliction will require risky surgery, monologist Spalding Gray recounts his various pursuits for alternative medicine to avoid the doctor's scalpel.",Gray's Anatomy,0116447,32686
69712,69712,My Sister's Keeper,2009,My Sister's Keeper,2009,"Using the latest medical technology, Anna Fitzgerald, was conceived in vitro and was genetically created to be a perfect match donor child for her sister Kate who has leukemia. Now at 11 years old, Anna seeks the help of Attorney Campbell Alexander to gain medical emancipation from her parents, more specifically her mother Sara. Anna brings to the attention of everyone around her that she matters too. She has helped keep her sister alive for 11 years, has gone through multiple medical procedures and surgeries, but she draws the line at donating her kidney. Sara, the girls mother, is beside herself with anger and only sees one side... how to keep Kate alive at all costs. After Anna files a lawsuit against her parents Sara decides to take this matter to court so Anna isn't emancipated and has to help Kate. Will Anna win the legal medical emancipation lawsuit and be free to decide what is done to her body? Or will the judge decide Anna is too young? Bigger question is... will this be decided in time to save Kate?::Carrie DeCosta",My Sister's Keeper,1078588,10024
4197,4197,Real Life,1979,Real Life,1979,"A pushy, narcissistic filmmaker persuades a Phoenix family to let him and his crew film their everyday lives...",Real Life,0079781,33250
4198,4198,Battle Beyond the Stars,1980,Battle Beyond the Stars,1980,"A young farmer sets out to recruit mercenaries to defend his peaceful planet, which is under threat of invasion by the evil tyrant Sador and his armada of aggressors.",Battle Beyond the Stars,0080421,14460
4199,4199,Death Warrant,1990,Death Warrant,1990,"In an abandoned house, detective Louis Burke confronts a maniac called the Sandman. Although the Sandman nearly kills Burke, Burke manages to stop him with a bullet. Sixteen months later, Burke joins a task force put together by the governor to investigate a series of unexplained deaths in the Harrison Penitentiary. While Burke poses as an inmate, attorney Amanda Beckett acts the role of his wife. In the penitentiary, Burke is forced to survive in an environment so dismal and filthy that it makes a public restroom in New York City look like a room in a five star hotel. Burke does succeed in befriending a few of the inmates, including Hawkins and Priest, who help him with the investigation. More inmates are mysteriously murdered. Burke's cell-mate is killed, and prison guard DeGraff puts Burke in solitary confinement, where he's interrogated and beaten. As if that's not enough, the Sandman ends up at Harrison. As it turns out, the prisoners are being murdered for their body organs. Back on the outside, Beckett attends a party given by Vogler, the state's attorney general. Just as she's preparing to tell him about the murders at the prison, Beckett receives a call from her assistant, who identifies Vogler's henchman Keane as the man behind the murders, which also involve Dr. Gottesman, the surgeon who harvests the organs to be sold to people who are in desperate need of them. The assistant's suspicions are confirmed when Vogler tries to kill Beckett. Burke begins an escape from the penitentiary, pursued by the Sandman and hundreds of angry inmates who have been set free and armed with the knowledge that Burke is a cop. Burke and the Sandman have brutal showdown in which Burke tries to get the Sandman out of the way so he can go after Vogler, Keane, and Gottesman.::Todd Baldridge",Death Warrant,0099385,17466
53352,53352,Sheitan,2006,Sheitan,2006,"On Christmas Eve, in the Styxx Club in Paris, the troublemaker Bart and his scum friends, Thaï and Ladj, meet the bartender Yasmine and the customer Eve, and after a fight of Bart in the nightclub, Eve invites the group to go to her house in the country. While on the road near the cottage, they are introduced by Eve to the weird shepherd and housekeeper, Joseph, whose wife is pregnant. Joseph feels a sort of attraction for Bart, and during this Christmas night, Joseph discloses his real intentions.::Claudio Carvalho, Rio de Janeiro, Brazil",Sheitan,0450843,13742
4211,4211,Reversal of Fortune,1990,Reversal of Fortune,1990,"Wealthy Sunny von Bülow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal.",Reversal of Fortune,0100486,38718
